330106	西湖区
330108	滨江区
330127	淳安县
330114	钱塘区
330105	拱墅区
330122	桐庐县
330109	萧山区
330113	临平区
330102	上城区
330110	余杭区
330182	建德市
330111	富阳区
330112	临安区
469006	万宁市
469005	文昌市
469026	昌江黎族自治县
469024	临高县
460302	南沙区
460301	西沙区
469022	屯昌县
460203	吉阳区
460205	崖州区
460204	天涯区
460202	海棠区
469002	琼海市
460400	儋州市
469025	白沙黎族自治县
469030	琼中黎族苗族自治县
469007	东方市
469001	五指山市
469023	澄迈县
469021	定安县
469028	陵水黎族自治县
469027	乐东黎族自治县
460107	琼山区
460106	龙华区
460108	美兰区
460105	秀英区
469029	保亭黎族苗族自治县
632223	海晏县
632222	祁连县
632221	门源回族自治县
632224	刚察县
632521	共和县
632524	兴海县
632525	贵南县
632522	同德县
632523	贵德县
632701	玉树市
632724	治多县
632725	囊谦县
632722	杂多县
632726	曲麻莱县
632723	称多县
632621	玛沁县
632622	班玛县
632626	玛多县
632623	甘德县
632625	久治县
632624	达日县
632322	尖扎县
632301	同仁市
632323	泽库县
632324	河南蒙古族自治县
632802	德令哈市
632803	茫崖市
632801	格尔木市
632821	乌兰县
632823	天峻县
632822	都兰县
632825	海西蒙古族藏族自治州直辖
630102	城东区
630105	城北区
630103	城中区
630104	城西区
630106	湟中区
630121	大通回族土族自治县
630123	湟源县
630223	互助土族自治县
630222	民和回族土族自治县
630203	平安区
630224	化隆回族自治县
630225	循化撒拉族自治县
630202	乐都区
442000	中山市
441781	阳春市
441702	江城区
441721	阳西县
441704	阳东区
441900	东莞市
441322	博罗县
441324	龙门县
441302	惠城区
441323	惠东县
441303	惠阳区
440605	南海区
440606	顺德区
440607	三水区
440608	高明区
440604	禅城区
445321	新兴县
445381	罗定市
445322	郁南县
445302	云城区
445303	云安区
441402	梅江区
441427	蕉岭县
441403	梅县区
441424	五华县
441422	大埔县
441423	丰顺县
441481	兴宁市
441426	平远县
440204	浈江区
440224	仁化县
440281	乐昌市
440205	曲江区
440229	翁源县
440222	始兴县
440232	乳源瑶族自治县
440203	武江区
440233	新丰县
440282	南雄市
441803	清新区
441825	连山壮族瑶族自治县
441881	英德市
441821	佛冈县
441802	清城区
441882	连州市
441823	阳山县
441826	连南瑶族自治县
441523	陆河县
441581	陆丰市
441521	海丰县
441502	城区
440103	荔湾区
440106	天河区
440117	从化区
440113	番禺区
440104	越秀区
440114	花都区
440111	白云区
440115	南沙区
440105	海珠区
440118	增城区
440112	黄埔区
441623	连平县
441624	和平县
441622	龙川县
441621	紫金县
441602	源城区
441625	东源县
445224	惠来县
445222	揭西县
445202	榕城区
445281	普宁市
445203	揭东区
445122	饶平县
445102	湘桥区
445103	潮安区
440403	斗门区
440404	金湾区
440402	香洲区
440513	潮阳区
440512	濠江区
440515	澄海区
440511	金平区
440523	南澳县
440507	龙湖区
440514	潮南区
440882	雷州市
440803	霞山区
440881	廉江市
440811	麻章区
440823	遂溪县
440802	赤坎区
440804	坡头区
440825	徐闻县
440883	吴川市
440308	盐田区
440304	福田区
440305	南山区
440309	龙华区
440310	坪山区
440311	光明区
440307	龙岗区
440306	宝安区
440303	罗湖区
440982	化州市
440983	信宜市
440981	高州市
440902	茂南区
440904	电白区
440703	蓬江区
440705	新会区
440783	开平市
440781	台山市
440704	江海区
440784	鹤山市
440785	恩平市
441202	端州区
441223	广宁县
441226	德庆县
441284	四会市
441203	鼎湖区
441224	怀集县
441225	封开县
441204	高要区
310151	崇明区
310110	杨浦区
310118	青浦区
310114	嘉定区
310101	黄浦区
310117	松江区
310104	徐汇区
310107	普陀区
310115	浦东新区
310113	宝山区
310106	静安区
310120	奉贤区
310112	闵行区
310116	金山区
310109	虹口区
310105	长宁区
340122	肥东县
340111	包河区
340102	瑶海区
340124	庐江县
340121	长丰县
340104	蜀山区
340103	庐阳区
340123	肥西县
340181	巢湖市
341881	宁国市
341824	绩溪县
341882	广德市
341825	旌德县
341823	泾县
341802	宣州区
341821	郎溪县
341226	颍上县
341282	界首市
341202	颍州区
341222	太和县
341203	颍东区
341221	临泉县
341204	颍泉区
341225	阜南县
340822	怀宁县
340882	潜山市
340828	岳西县
340826	宿松县
340825	太湖县
340881	桐城市
340803	大观区
340811	宜秀区
340827	望江县
340802	迎江区
340202	镜湖区
340210	湾沚区
340209	弋江区
340223	南陵县
340207	鸠江区
340281	无为市
340211	繁昌区
340706	义安区
340705	铜官区
340711	郊区
340722	枞阳县
340321	怀远县
340323	固镇县
340304	禹会区
340311	淮上区
340322	五河县
340302	龙子湖区
340303	蚌山区
340602	杜集区
340603	相山区
340621	濉溪县
340604	烈山区
341524	金寨县
341525	霍山县
341523	舒城县
341522	霍邱县
341502	金安区
341504	叶集区
341503	裕安区
341323	灵璧县
341324	泗县
341322	萧县
341302	埇桥区
341321	砀山县
341622	蒙城县
341602	谯城区
341623	利辛县
341621	涡阳县
341702	贵池区
341721	东至县
341723	青阳县
341722	石台县
341102	琅琊区
341125	定远县
341182	明光市
341126	凤阳县
341122	来安县
341124	全椒县
341181	天长市
341103	南谯区
341002	屯溪区
341023	黟县
341003	黄山区
341021	歙县
341024	祁门县
341022	休宁县
341004	徽州区
340402	大通区
340404	谢家集区
340406	潘集区
340422	寿县
340403	田家庵区
340405	八公山区
340421	凤台县
340506	博望区
340523	和县
340503	花山区
340522	含山县
340504	雨山区
340521	当涂县
820002	花王堂区
820006	嘉模堂区
820004	大堂区
820005	风顺堂区
820003	望德堂区
820008	圣方济各堂区
820007	路凼填海区
820001	花地玛堂区
640323	盐池县
640303	红寺堡区
640302	利通区
640381	青铜峡市
640324	同心县
640422	西吉县
640424	泾源县
640423	隆德县
640425	彭阳县
640402	原州区
640105	西夏区
640121	永宁县
640181	灵武市
640122	贺兰县
640104	兴庆区
640106	金凤区
640502	沙坡头区
640521	中宁县
640522	海原县
640202	大武口区
640205	惠农区
640221	平罗县
131128	阜城县
131123	武强县
131121	枣强县
131102	桃城区
131182	深州市
131127	景县
131124	饶阳县
131126	故城县
131122	武邑县
131125	安平县
131103	冀州区
130284	滦州市
